12	2	0
12	3	0
12	4	0
12	5	0
12	16	2363
12	17	248
12	18	741
13	6	1195
13	8	460
13	9	362
13	10	5980
13	11	1360
13	12	2309
13	13	0
13	14	230
13	15	550
13	7	0
13	19	855
13	20	1672
13	21	765
13	22	312
13	0	0
13	1	0
13	2	0
13	3	713
13	4	339
13	5	0
13	16	0
13	17	0
13	18	0
14	6	2843
14	8	220
14	9	888
14	10	900
14	11	711
14	12	0
14	13	230
14	14	0
14	15	0
14	7	0
14	19	142
14	20	0
14	21	1146
14	22	0
14	0	2337
14	1	934
14	2	496
14	3	1993
14	4	1280
14	5	0
14	16	304
14	17	910
14	18	0
15	6	124
15	8	160
15	9	0
15	10	480
15	11	951
15	12	1351
15	13	550
15	14	0
15	15	0
15	7	0
15	19	136
15	20	0
15	21	0
15	22	0
15	0	0
15	1	0
15	2	510
15	3	0
15	4	0
15	5	0
15	16	0
15	17	0
15	18	4989
16	6	5754
16	8	2712
16	9	4742
16	10	0
16	11	670
16	12	2363
16	13	0
16	14	304
16	15	0
16	7	0
16	19	2650
16	20	1890
16	21	0
16	22	0
16	0	0
16	1	0
16	2	0
16	3	0
16	4	0
16	5	0
16	16	0
16	17	0
16	18	0
17	6	1544
17	8	0
17	9	3179
17	10	0
17	11	892
17	12	248
17	13	0
17	14	910
17	15	0
17	7	0
17	19	1250
17	20	520
17	21	0
17	22	0
17	0	0
17	1	0
17	2	0
17	3	0
17	4	0
17	5	0
17	16	0
17	17	0
17	18	0
18	6	573
18	8	0
18	9	0
18	10	0
18	11	1238
18	12	741
18	13	0
18	14	0
18	15	4989
18	7	940
18	19	0
18	20	0
18	21	0
18	22	0
18	0	0
18	1	0
18	2	0
18	3	0
18	4	0
18	5	0
18	16	0
18	17	0
18	18	0
19	6	1023
19	8	0
19	9	244
19	10	340
19	11	612
19	12	165
19	13	855
19	14	142
19	15	136
19	7	0
19	19	0
19	20	0
19	21	204
19	22	0
19	0	1020
19	1	0
19	2	0
19	3	0
19	4	1740
19	5	0
19	16	2650
19	17	1250
19	18	0
20	6	194
20	8	270
20	9	364
20	10	1380
20	11	659
20	12	0
20	13	1672
20	14	0
20	15	0
20	7	946
20	19	0
20	20	0
20	21	0
20	22	0
20	0	0
20	1	0
20	2	0
20	3	0
20	4	0
20	5	0
20	16	1890
20	17	520
20	18	0
21	6	0
21	8	0
21	9	596
21	10	0
21	11	187
21	12	0
21	13	765
21	14	1146
21	15	0
21	7	0
21	19	204
21	20	0
21	21	0
21	22	0
21	0	0
21	1	0
21	2	0
21	3	570
21	4	0
21	5	6190
21	16	0
21	17	0
21	18	0
22	6	0
22	8	0
22	9	0
22	10	130
22	11	0
22	12	588
22	13	312
22	14	0
22	15	0
22	7	448
22	19	0
22	20	0
22	21	0
22	22	0
22	0	0
22	1	0
22	2	0
22	3	0
22	4	0
22	5	0
22	16	0
22	17	0
22	18	0
