16	16	0
16	17	0
16	18	0
17	19	0
17	0	0
17	1	0
17	2	0
17	20	0
17	3	0
17	4	0
17	5	0
17	6	0
17	21	1
17	7	1
17	8	0
17	9	0
17	22	0
17	10	2
17	11	0
17	12	0
17	13	0
17	23	0
17	14	1
17	24	0
17	15	0
17	16	0
17	17	0
17	18	0
18	19	0
18	0	0
18	1	0
18	2	0
18	20	1
18	3	0
18	4	0
18	5	0
18	6	0
18	21	0
18	7	1
18	8	0
18	9	1
18	22	0
18	10	1
18	11	0
18	12	0
18	13	0
18	23	1
18	14	0
18	24	1
18	15	0
18	16	0
18	17	0
18	18	0
19	19	0
19	0	33
19	1	22
19	2	15
19	20	0
19	3	0
19	4	0
19	5	0
19	6	0
19	21	0
19	7	0
19	8	4
19	9	1
19	22	0
19	10	0
19	11	0
19	12	3
19	13	0
19	23	0
19	14	0
19	24	0
19	15	0
19	16	0
19	17	0
19	18	0
20	19	0
20	0	0
20	1	0
20	2	0
20	20	0
20	3	6
20	4	7
20	5	12
20	6	7
20	21	0
20	7	0
20	8	0
20	9	0
20	22	0
20	10	0
20	11	0
20	12	5
20	13	0
20	23	0
20	14	0
20	24	9
20	15	0
20	16	0
20	17	0
20	18	1
21	19	0
21	0	0
21	1	1
21	2	0
21	20	0
21	3	0
21	4	0
21	5	0
21	6	0
21	21	0
21	7	25
21	8	38
21	9	30
21	22	0
21	10	0
21	11	0
21	12	7
21	13	0
21	23	0
21	14	0
21	24	0
21	15	0
21	16	3
21	17	1
21	18	0
22	19	0
22	0	0
22	1	0
22	2	0
22	20	0
22	3	0
22	4	0
22	5	0
22	6	0
22	21	0
22	7	0
22	8	0
22	9	0
22	22	0
22	10	10
22	11	28
22	12	42
22	13	16
22	23	0
22	14	0
22	24	0
22	15	4
22	16	0
22	17	0
22	18	0
23	19	0
23	0	0
23	1	0
23	2	1
23	20	0
23	3	0
23	4	0
23	5	0
23	6	0
23	21	0
23	7	0
23	8	1
23	9	0
23	22	0
23	10	0
23	11	0
23	12	1
23	13	0
23	23	0
23	14	66
23	24	0
23	15	0
23	16	0
23	17	0
23	18	1
24	19	0
24	0	1
24	1	0
24	2	0
24	20	9
24	3	0
24	4	0
24	5	1
24	6	0
24	21	0
24	7	0
24	8	0
24	9	0
24	22	0
24	10	1
24	11	0
24	12	1
24	13	1
24	23	0
24	14	0
24	24	0
24	15	17
24	16	0
24	17	0
24	18	1
