0	19	33
0	0	0
0	1	7
0	2	6
0	20	0
0	3	0
0	4	0
0	5	0
0	6	0
0	21	0
0	7	0
0	8	0
0	9	0
0	22	0
0	10	0
0	11	2
0	12	1
0	13	0
0	23	0
0	14	0
0	24	1
0	15	0
0	16	0
0	17	0
0	18	0
1	19	22
1	0	7
1	1	0
1	2	16
1	20	0
1	3	0
1	4	0
1	5	0
1	6	2
1	21	1
1	7	0
1	8	0
1	9	1
1	22	0
1	10	0
1	11	3
1	12	0
1	13	0
1	23	0
1	14	1
1	24	0
1	15	0
1	16	0
1	17	0
1	18	0
2	19	15
2	0	6
2	1	16
2	2	0
2	20	0
2	3	1
2	4	0
2	5	0
2	6	0
2	21	0
2	7	0
2	8	1
2	9	0
2	22	0
2	10	1
2	11	1
2	12	1
2	13	1
2	23	1
2	14	2
2	24	0
2	15	0
2	16	0
2	17	0
2	18	0
3	19	0
3	0	0
3	1	0
3	2	1
3	20	6
3	3	0
3	4	5
3	5	0
3	6	3
3	21	0
3	7	0
3	8	1
3	9	1
3	22	0
3	10	0
3	11	1
3	12	0
3	13	0
3	23	0
3	14	1
3	24	0
3	15	0
3	16	0
3	17	0
3	18	0
4	19	0
4	0	0
4	1	0
4	2	0
4	20	7
4	3	5
4	4	0
4	5	1
4	6	0
4	21	0
4	7	0
4	8	0
4	9	2
4	22	0
4	10	0
4	11	2
4	12	1
4	13	0
4	23	0
4	14	0
4	24	0
4	15	0
4	16	0
4	17	0
4	18	0
5	19	0
5	0	0
5	1	0
5	2	0
5	20	12
5	3	0
5	4	1
5	5	0
5	6	5
5	21	0
5	7	0
5	8	0
5	9	1
5	22	0
5	10	0
5	11	0
5	12	0
5	13	3
5	23	0
5	14	0
5	24	1
5	15	0
5	16	0
5	17	0
5	18	0
6	19	0
6	0	0
6	1	2
6	2	0
6	20	7
6	3	3
6	4	0
6	5	5
6	6	0
6	21	0
6	7	0
6	8	0
6	9	0
6	22	0
6	10	0
6	11	0
6	12	0
6	13	0
6	23	0
6	14	0
6	24	0
6	15	0
6	16	1
6	17	0
6	18	0
7	19	0
7	0	0
7	1	0
7	2	0
7	20	0
7	3	0
7	4	0
7	5	0
7	6	0
7	21	25
7	7	0
7	8	8
7	9	7
7	22	0
7	10	0
7	11	0
7	12	8
7	13	1
7	23	0
7	14	0
7	24	0
7	15	0
7	16	1
7	17	1
7	18	1
8	19	4
8	0	0
8	1	0
8	2	1
8	20	0
8	3	1
8	4	0
8	5	0
8	6	0
8	21	38
8	7	8
8	8	0
8	9	11
8	22	0
8	10	1
8	11	3
8	12	6
8	13	5
8	23	1
8	14	0
8	24	0
8	15	18
8	16	1
8	17	0
8	18	0
9	19	1
9	0	0
9	1	1
9	2	0
9	20	0
9	3	1
9	4	2
9	5	1
9	6	0
9	21	30
9	7	7
9	8	11
9	9	0
9	22	0
9	10	0
9	11	1
9	12	6
9	13	4
9	23	0
9	14	0
9	24	0
9	15	0
9	16	0
9	17	0
9	18	1
10	19	0
10	0	0
10	1	0
10	2	1
10	20	0
10	3	0
10	4	0
10	5	0
10	6	0
10	21	0
10	7	0
10	8	1
10	9	0
10	22	10
10	10	0
10	11	8
10	12	8
10	13	2
10	23	0
10	14	2
10	24	1
10	15	0
10	16	4
10	17	2
10	18	1
11	19	0
11	0	2
11	1	3
11	2	1
11	20	0
11	3	1
11	4	2
11	5	0
11	6	0
11	21	0
11	7	0
11	8	3
11	9	1
11	22	28
11	10	8
11	11	0
11	12	19
11	13	1
11	23	0
11	14	0
11	24	0
11	15	0
11	16	0
11	17	0
11	18	0
12	19	3
12	0	1
12	1	0
12	2	1
12	20	5
12	3	0
12	4	1
12	5	0
12	6	0
12	21	7
12	7	8
12	8	6
12	9	6
12	22	42
12	10	8
12	11	19
12	12	0
12	13	1
12	23	1
12	14	0
12	24	1
12	15	0
12	16	2
12	17	0
12	18	0
13	19	0
13	0	0
13	1	0
13	2	1
13	20	0
13	3	0
13	4	0
13	5	3
13	6	0
13	21	0
13	7	1
13	8	5
13	9	4
13	22	16
13	10	2
13	11	1
13	12	1
13	13	0
13	23	0
13	14	0
13	24	1
13	15	0
13	16	0
13	17	0
13	18	0
14	19	0
14	0	0
14	1	1
14	2	2
14	20	0
14	3	1
14	4	0
14	5	0
14	6	0
14	21	0
14	7	0
14	8	0
14	9	0
14	22	0
14	10	2
14	11	0
14	12	0
14	13	0
14	23	66
14	14	0
14	24	0
14	15	0
14	16	0
14	17	1
14	18	0
15	19	0
15	0	0
15	1	0
15	2	0
15	20	0
15	3	0
15	4	0
15	5	0
15	6	0
15	21	0
15	7	0
15	8	18
15	9	0
15	22	4
15	10	0
15	11	0
15	12	0
15	13	0
15	23	0
15	14	0
15	24	17
15	15	0
15	16	0
15	17	0
15	18	0
16	19	0
16	0	0
16	1	0
16	2	0
16	20	0
16	3	0
16	4	0
16	5	0
16	6	1
16	21	3
16	7	1
16	8	1
16	9	0
16	22	0
16	10	4
16	11	0
16	12	2
16	13	0
16	23	0
16	14	0
16	24	0
16	15	0
