Network,Run,Average Score,Clustering,Crossover,Gini,Initial Clustering,Initial Path Length,Path Length,Step,NumAgents
UC Merced,129,169.3529412,0.182415188,1,0.305112296,0,0,3.638431373,13,51
UC Merced,130,206.4509804,0.182415188,1,0.09283417,0,0,3.638431373,440,51
UC Merced,131,130.7254902,0.182415188,1,0.270862927,0,0,3.638431373,21,51
UC Merced,132,156.9803922,0.182415188,1,0.347215079,0,0,3.638431373,14,51
UC Merced,133,200.8627451,0.182415188,1,0.338436273,0,0,3.638431373,11,51
UC Merced,134,148.0196078,0.182415188,1,0.224364219,0,0,3.638431373,11,51
UC Merced,135,195.4509804,0.182415188,1,0.171474208,0,0,3.638431373,28,51
UC Merced,136,154.3921569,0.182415188,1,0.397954051,0,0,3.638431373,11,51
UC Merced,137,189.8823529,0.182415188,1,0.146297511,0,0,3.638431373,50,51
UC Merced,138,136.7254902,0.182415188,1,0.234742972,0,0,3.638431373,35,51
UC Merced,139,194.6666667,0.182415188,1,0.032903572,0,0,3.638431373,162,51
UC Merced,140,161.9607843,0.182415188,1,0.287974173,0,0,3.638431373,21,51
UC Merced,141,149.1568627,0.182415188,1,0.389646275,0,0,3.638431373,9,51
UC Merced,142,169.4117647,0.182415188,1,0.268572985,0,0,3.638431373,13,51
UC Merced,143,149.1568627,0.182415188,1,0.288805203,0,0,3.638431373,7,51
UC Merced,144,178.5882353,0.182415188,1,0.332024422,0,0,3.638431373,10,51
UC Merced,145,152.6470588,0.182415188,1,0.272293375,0,0,3.638431373,36,51
UC Merced,146,144.8823529,0.182415188,1,0.246041413,0,0,3.638431373,19,51
UC Merced,147,165.1960784,0.182415188,1,0.205094548,0,0,3.638431373,28,51
UC Merced,148,163.2745098,0.182415188,1,0.223930187,0,0,3.638431373,35,51
UC Merced,149,159.0196078,0.182415188,1,0.164870288,0,0,3.638431373,32,51
UC Merced,150,130.8431373,0.182415188,1,0.299538967,0,0,3.638431373,6,51
UC Merced,151,179.9803922,0.182415188,1,0.213676145,0,0,3.638431373,40,51
UC Merced,152,173.254902,0.182415188,1,0.215850487,0,0,3.638431373,49,51
UC Merced,153,157.4509804,0.182415188,1,0.262891607,0,0,3.638431373,22,51
UC Merced,154,148.2941176,0.182415188,1,0.432186626,0,0,3.638431373,5,51
UC Merced,155,128.4705882,0.182415188,1,0.314742991,0,0,3.638431373,11,51
UC Merced,156,152.6078431,0.182415188,1,0.150781114,0,0,3.638431373,30,51
UC Merced,157,208.0784314,0.182415188,1,0.138219404,0,0,3.638431373,90,51
UC Merced,158,156.8431373,0.182415188,1,0.422812656,0,0,3.638431373,16,51
UC Merced,159,168.1764706,0.182415188,1,0.174557126,0,0,3.638431373,33,51
UC Merced,160,176.8431373,0.182415188,1,0.122234324,0,0,3.638431373,60,51
UC Merced,161,142.1372549,0.182415188,1,0.256403182,0,0,3.638431373,19,51
UC Merced,162,171.9803922,0.182415188,1,0.170092618,0,0,3.638431373,48,51
UC Merced,163,107.5098039,0.182415188,1,0.482925835,0,0,3.638431373,8,51
UC Merced,164,88.58823529,0.182415188,1,0.441293649,0,0,3.638431373,5,51
UC Merced,165,142.5294118,0.182415188,1,0.325281413,0,0,3.638431373,14,51
UC Merced,166,143.8823529,0.182415188,1,0.203934395,0,0,3.638431373,23,51
UC Merced,167,136.8235294,0.182415188,1,0.404380153,0,0,3.638431373,13,51
UC Merced,168,132.7058824,0.182415188,1,0.256205674,0,0,3.638431373,15,51
UC Merced,169,161.2941176,0.182415188,1,0.334649104,0,0,3.638431373,11,51
UC Merced,170,178.3921569,0.182415188,1,0.226707874,0,0,3.638431373,36,51
UC Merced,171,174.372549,0.182415188,1,0.155116494,0,0,3.638431373,51,51
UC Merced,172,171.7843137,0.182415188,1,0.135699434,0,0,3.638431373,110,51
UC Merced,173,142.6078431,0.182415188,1,0.292545892,0,0,3.638431373,13,51
UC Merced,174,201.1960784,0.182415188,1,0.207765554,0,0,3.638431373,81,51
UC Merced,175,141.1372549,0.182415188,1,0.332456183,0,0,3.638431373,7,51
UC Merced,176,176.6862745,0.182415188,1,0.334976206,0,0,3.638431373,11,51
UC Merced,177,162.8431373,0.182415188,1,0.166849642,0,0,3.638431373,64,51
UC Merced,178,172.0980392,0.182415188,1,0.212252612,0,0,3.638431373,26,51
UC Merced,179,169.0392157,0.182415188,1,0.148515595,0,0,3.638431373,89,51
UC Merced,180,186.8039216,0.182415188,1,0.307740436,0,0,3.638431373,17,51
UC Merced,181,173.8039216,0.182415188,1,0.178452608,0,0,3.638431373,47,51
UC Merced,182,158.4509804,0.182415188,1,0.347772917,0,0,3.638431373,16,51
UC Merced,183,142.6862745,0.182415188,1,0.411136888,0,0,3.638431373,24,51
UC Merced,184,176.8627451,0.182415188,1,0.177535759,0,0,3.638431373,52,51
UC Merced,185,162.7647059,0.182415188,1,0.317845003,0,0,3.638431373,13,51
UC Merced,186,170.2156863,0.182415188,1,0.201228285,0,0,3.638431373,30,51
UC Merced,187,162.9607843,0.182415188,1,0.145151359,0,0,3.638431373,45,51
UC Merced,188,146.8823529,0.182415188,1,0.241105012,0,0,3.638431373,19,51
UC Merced,189,127.8627451,0.182415188,1,0.345081201,0,0,3.638431373,15,51
UC Merced,190,133.3137255,0.182415188,1,0.259380705,0,0,3.638431373,13,51
UC Merced,191,195.372549,0.182415188,1,0.118918302,0,0,3.638431373,188,51
UC Merced,192,131.1176471,0.182415188,1,0.253303894,0,0,3.638431373,16,51
UC Merced,193,188,0.182415188,0,0,0,0,3.638431373,1000,51
UC Merced,194,138.0784314,0.182415188,1,0.286750088,0,0,3.638431373,15,51
UC Merced,195,192.7058824,0.182415188,1,0.270356006,0,0,3.638431373,16,51
UC Merced,196,187.372549,0.182415188,1,0.183529083,0,0,3.638431373,24,51
UC Merced,197,116.254902,0.182415188,1,0.469384448,0,0,3.638431373,8,51
UC Merced,198,163.7254902,0.182415188,1,0.292600681,0,0,3.638431373,10,51
UC Merced,199,185.1960784,0.182415188,1,0.304977216,0,0,3.638431373,21,51
UC Merced,200,197.9803922,0.182415188,1,0.182387702,0,0,3.638431373,107,51
UC Merced,201,176.8627451,0.182415188,1,0.177535759,0,0,3.638431373,42,51
UC Merced,202,129.745098,0.182415188,1,0.264037669,0,0,3.638431373,15,51
UC Merced,203,201.1960784,0.182415188,1,0.207765554,0,0,3.638431373,59,51
UC Merced,204,203.0784314,0.182415188,1,0.279337457,0,0,3.638431373,15,51
UC Merced,205,144.1764706,0.182415188,1,0.283405733,0,0,3.638431373,12,51
UC Merced,206,138.0980392,0.182415188,1,0.452197008,0,0,3.638431373,11,51
UC Merced,207,180.1764706,0.182415188,1,0.241955962,0,0,3.638431373,25,51
UC Merced,208,168.0784314,0.182415188,1,0.380349153,0,0,3.638431373,7,51
UC Merced,209,187.745098,0.182415188,1,0.127345518,0,0,3.638431373,123,51
UC Merced,210,147.1176471,0.182415188,1,0.342231735,0,0,3.638431373,23,51
UC Merced,211,144.6470588,0.182415188,1,0.268811117,0,0,3.638431373,14,51
UC Merced,212,155.3529412,0.182415188,1,0.363077959,0,0,3.638431373,12,51
UC Merced,213,130.8235294,0.182415188,1,0.350836977,0,0,3.638431373,9,51
UC Merced,214,125.5098039,0.182415188,1,0.340136805,0,0,3.638431373,16,51
UC Merced,215,99,0.182415188,1,0.428483217,0,0,3.638431373,8,51
UC Merced,216,140.5686275,0.182415188,1,0.442159735,0,0,3.638431373,6,51
UC Merced,217,134.6078431,0.182415188,1,0.243799894,0,0,3.638431373,19,51
UC Merced,218,146.0196078,0.182415188,1,0.308928191,0,0,3.638431373,16,51
UC Merced,219,144.6078431,0.182415188,1,0.235964108,0,0,3.638431373,14,51
UC Merced,220,149.2941176,0.182415188,1,0.265326514,0,0,3.638431373,16,51
UC Merced,221,157.3137255,0.182415188,1,0.253340274,0,0,3.638431373,19,51
UC Merced,222,201.8039216,0.182415188,1,0.115741905,0,0,3.638431373,145,51
UC Merced,223,187.5686275,0.182415188,1,0.263219819,0,0,3.638431373,18,51
UC Merced,224,162.0392157,0.182415188,1,0.354383767,0,0,3.638431373,11,51
UC Merced,225,165.2745098,0.182415188,1,0.364618881,0,0,3.638431373,20,51
UC Merced,226,147.4509804,0.182415188,1,0.239429495,0,0,3.638431373,21,51
UC Merced,227,150.7647059,0.182415188,1,0.213653832,0,0,3.638431373,45,51
UC Merced,228,139.2745098,0.182415188,1,0.278899002,0,0,3.638431373,12,51
UC Merced,229,153.4117647,0.182415188,1,0.32903284,0,0,3.638431373,15,51
UC Merced,230,137.6078431,0.182415188,1,0.285903475,0,0,3.638431373,24,51
UC Merced,231,169.5686275,0.182415188,1,0.290313073,0,0,3.638431373,30,51
UC Merced,232,146.2156863,0.182415188,1,0.265017473,0,0,3.638431373,15,51
UC Merced,233,192.3529412,0.182415188,1,0.184025904,0,0,3.638431373,67,51
UC Merced,234,145.3921569,0.182415188,1,0.496439385,0,0,3.638431373,7,51
UC Merced,235,152.2745098,0.182415188,1,0.224563583,0,0,3.638431373,17,51
UC Merced,236,152.3137255,0.182415188,1,0.328794855,0,0,3.638431373,16,51
UC Merced,237,155.4509804,0.182415188,1,0.188757642,0,0,3.638431373,30,51
UC Merced,238,129.7254902,0.182415188,1,0.316795884,0,0,3.638431373,14,51
UC Merced,239,204.6666667,0.182415188,1,0.073449575,0,0,3.638431373,391,51
UC Merced,240,148.4313725,0.182415188,1,0.328608802,0,0,3.638431373,16,51
UC Merced,241,145.7254902,0.182415188,1,0.359573862,0,0,3.638431373,17,51
UC Merced,242,158.3137255,0.182415188,1,0.209342989,0,0,3.638431373,35,51
UC Merced,243,129.4705882,0.182415188,1,0.268986468,0,0,3.638431373,12,51
UC Merced,244,140.7843137,0.182415188,1,0.207127642,0,0,3.638431373,31,51
UC Merced,245,177.745098,0.182415188,1,0.083765398,0,0,3.638431373,151,51
UC Merced,246,173.3333333,0.182415188,1,0.130281253,0,0,3.638431373,44,51
UC Merced,247,185.7058824,0.182415188,1,0.140283756,0,0,3.638431373,41,51
UC Merced,248,139.4705882,0.182415188,1,0.226346127,0,0,3.638431373,21,51
UC Merced,249,132.0392157,0.182415188,1,0.332005567,0,0,3.638431373,6,51
UC Merced,250,213.4313725,0.182415188,1,0.182081836,0,0,3.638431373,60,51
UC Merced,251,150.5686275,0.182415188,1,0.174849156,0,0,3.638431373,29,51
UC Merced,252,164.3333333,0.182415188,1,0.279904827,0,0,3.638431373,12,51
UC Merced,253,171.4705882,0.182415188,1,0.290518952,0,0,3.638431373,34,51
UC Merced,254,232.1568627,0.182415188,1,0.19331611,0,0,3.638431373,225,51
UC Merced,255,171.2941176,0.182415188,1,0.211112009,0,0,3.638431373,58,51
UC Merced,256,120.372549,0.182415188,1,0.42044275,0,0,3.638431373,4,51
UC Merced,257,169.4509804,0.182415188,1,0.15472544,0,0,3.638431373,16,51
UC Merced,258,147.8627451,0.182415188,1,0.335764487,0,0,3.638431373,20,51
UC Merced,259,122.372549,0.182415188,1,0.395713357,0,0,3.638431373,6,51
UC Merced,260,179.254902,0.182415188,1,0.338009017,0,0,3.638431373,19,51
UC Merced,261,184.5294118,0.182415188,1,0.162775726,0,0,3.638431373,45,51
UC Merced,262,173.6862745,0.182415188,1,0.131951177,0,0,3.638431373,78,51
UC Merced,263,194.1568627,0.182415188,1,0.237460446,0,0,3.638431373,19,51
UC Merced,264,93.78431373,0.182415188,1,0.483419628,0,0,3.638431373,5,51
UC Merced,265,208.0588235,0.182415188,1,0.187075565,0,0,3.638431373,28,51
UC Merced,266,180.2745098,0.182415188,1,0.238416358,0,0,3.638431373,50,51
UC Merced,267,158.5490196,0.182415188,1,0.303545707,0,0,3.638431373,28,51
UC Merced,268,131.0196078,0.182415188,1,0.267660851,0,0,3.638431373,16,51
UC Merced,269,174.2745098,0.182415188,1,0.217786485,0,0,3.638431373,24,51
UC Merced,270,178.8823529,0.182415188,1,0.298512916,0,0,3.638431373,37,51
UC Merced,271,136.745098,0.182415188,1,0.315839786,0,0,3.638431373,14,51
UC Merced,272,139.2941176,0.182415188,1,0.417776232,0,0,3.638431373,9,51
UC Merced,273,189.5294118,0.182415188,1,0.14607904,0,0,3.638431373,134,51
UC Merced,274,189.2941176,0.182415188,1,0.1205271,0,0,3.638431373,188,51
UC Merced,275,151.5882353,0.182415188,1,0.330769172,0,0,3.638431373,13,51
UC Merced,276,162.8627451,0.182415188,1,0.18375566,0,0,3.638431373,26,51
UC Merced,277,151.6666667,0.182415188,1,0.402626209,0,0,3.638431373,12,51
UC Merced,278,154.6078431,0.182415188,1,0.386760665,0,0,3.638431373,5,51
UC Merced,279,196.9215686,0.182415188,1,0.11181332,0,0,3.638431373,79,51
UC Merced,280,152.0588235,0.182415188,1,0.196488034,0,0,3.638431373,16,51
UC Merced,281,174.8235294,0.182415188,1,0.252262951,0,0,3.638431373,30,51
UC Merced,282,183.5098039,0.182415188,1,0.250382876,0,0,3.638431373,15,51
UC Merced,283,176.5882353,0.182415188,1,0.307559666,0,0,3.638431373,15,51
UC Merced,284,205.0980392,0.182415188,1,0.127432235,0,0,3.638431373,40,51
UC Merced,285,148.1176471,0.182415188,1,0.375694996,0,0,3.638431373,18,51
UC Merced,286,189.8627451,0.182415188,1,0.253952247,0,0,3.638431373,56,51
UC Merced,287,140.4313725,0.182415188,1,0.289759132,0,0,3.638431373,13,51
UC Merced,288,192.0980392,0.182415188,1,0.261604693,0,0,3.638431373,36,51
UC Merced,289,160.1764706,0.182415188,1,0.27334327,0,0,3.638431373,27,51
UC Merced,290,164.8235294,0.182415188,1,0.148917906,0,0,3.638431373,31,51
UC Merced,291,136.8039216,0.182415188,1,0.243382318,0,0,3.638431373,30,51
UC Merced,292,161.7843137,0.182415188,1,0.234481382,0,0,3.638431373,21,51
UC Merced,293,151.3137255,0.182415188,1,0.254248959,0,0,3.638431373,12,51
UC Merced,294,137.0588235,0.182415188,1,0.296574939,0,0,3.638431373,11,51
UC Merced,295,152.0980392,0.182415188,1,0.341353919,0,0,3.638431373,10,51
UC Merced,296,159.372549,0.182415188,1,0.228259611,0,0,3.638431373,23,51
UC Merced,297,150.6666667,0.182415188,1,0.338396056,0,0,3.638431373,22,51
UC Merced,298,177.2941176,0.182415188,1,0.154668193,0,0,3.638431373,38,51
UC Merced,299,199.1764706,0.182415188,1,0.17540507,0,0,3.638431373,19,51
Baboon,0,4700,1,0,0,0,0,1,1000,25
Baboon,1,6740,1,1,0.157388724,0,0,1,478,25
Baboon,2,6400,1,1,0.159375,0,0,1,539,25
Baboon,3,5040,1,1,0.062063492,0,0,1,57,25
Baboon,4,4700,1,0,0,0,0,1,1000,25
Baboon,5,4700,1,0,0,0,0,1,1000,25
Baboon,6,6060,1,1,0.152607261,0,0,1,569,25
Baboon,7,8610,1,1,0.036329849,0,0,1,136,25
Baboon,8,8610,1,1,0.036329849,0,0,1,980,25
Baboon,9,8566,1,1,0.318599113,0,0,1,836,25
Baboon,10,4700,1,0,0,0,0,1,1000,25
Baboon,11,7080,1,1,0.147909605,0,0,1,812,25
Baboon,12,7590,1,1,0.121844532,0,0,1,69,25
Baboon,13,4700,1,0,0,0,0,1,1000,25
Baboon,14,6060,1,1,0.152607261,0,0,1,404,25
Baboon,15,4700,1,0,0,0,0,1,1000,25
Baboon,16,7760,1,1,0.110412371,0,0,1,154,25
Baboon,17,9362,1,1,0.211288186,0,0,1,597,25
Baboon,18,14866,1,1,0.141983049,0,0,1,240,25
Baboon,19,5890,1,1,0.145466893,0,0,1,518,25
Baboon,20,4700,1,0,0,0,0,1,1000,25
Baboon,21,7590,1,1,0.121844532,0,0,1,97,25
Baboon,22,4700,1,0,0,0,0,1,1000,25
Baboon,23,6060,1,1,0.152607261,0,0,1,140,25
Baboon,24,5210,1,1,0.086142035,0,0,1,747,25
Baboon,25,6910,1,1,0.153516643,0,0,1,616,25
Baboon,26,5550,1,1,0.122522523,0,0,1,152,25
Baboon,27,5720,1,1,0.135524476,0,0,1,274,25
Baboon,28,8270,1,1,0.069068924,0,0,1,514,25
Baboon,29,6060,1,1,0.152607261,0,0,1,818,25
Baboon,30,7080,1,1,0.147909605,0,0,1,296,25
Baboon,31,5550,1,1,0.122522523,0,0,1,620,25
Baboon,32,5380,1,1,0.106171004,0,0,1,285,25
Baboon,33,13282,1,1,0.209040807,0,0,1,552,25
Baboon,34,4700,1,0,0,0,0,1,1000,25
Baboon,35,5890,1,1,0.145466893,0,0,1,414,25
Baboon,36,4700,1,0,0,0,0,1,1000,25
Baboon,37,4700,1,0,0,0,0,1,1000,25
Baboon,38,5380,1,1,0.106171004,0,0,1,788,25
Baboon,39,7438,1,1,0.186996504,0,0,1,459,25
Baboon,40,6230,1,1,0.15717496,0,0,1,515,25
Baboon,41,4700,1,0,0,0,0,1,1000,25
Baboon,42,8780,1,1,0.018587699,0,0,1,152,25
Baboon,43,4700,1,0,0,0,0,1,1000,25
Baboon,44,6060,1,1,0.152607261,0,0,1,873,25
Baboon,45,6910,1,1,0.153516643,0,0,1,212,25
Baboon,46,4700,1,0,0,0,0,1,1000,25
Baboon,47,4700,1,0,0,0,0,1,1000,25
Baboon,48,7250,1,1,0.140689655,0,0,1,32,25
Baboon,49,4870,1,1,0.033511294,0,0,1,275,25
Baboon,50,4700,1,0,0,0,0,1,1000,25
Baboon,51,7930,1,1,0.097755359,0,0,1,601,25
Baboon,52,5210,1,1,0.086142035,0,0,1,365,25
Baboon,53,5720,1,1,0.135524476,0,0,1,42,25
Baboon,54,5210,1,1,0.086142035,0,0,1,178,25
Baboon,55,7420,1,1,0.131967655,0,0,1,289,25
Baboon,56,4700,1,0,0,0,0,1,1000,25
Baboon,57,6794,1,1,0.253211657,0,0,1,699,25
Baboon,58,8100,1,1,0.083950617,0,0,1,543,25
Baboon,59,8610,1,1,0.036329849,0,0,1,964,25
Baboon,60,7760,1,1,0.110412371,0,0,1,86,25
Baboon,61,4700,1,0,0,0,0,1,1000,25
Baboon,62,4700,1,0,0,0,0,1,1000,25
Baboon,63,4700,1,0,0,0,0,1,1000,25
Baboon,64,8270,1,1,0.069068924,0,0,1,358,25
Baboon,65,7080,1,1,0.147909605,0,0,1,861,25
Baboon,66,6060,1,1,0.152607261,0,0,1,810,25
Baboon,67,7930,1,1,0.097755359,0,0,1,780,25
Baboon,68,6400,1,1,0.159375,0,0,1,704,25
Baboon,69,4700,1,0,0,0,0,1,1000,25
Baboon,70,8270,1,1,0.069068924,0,0,1,82,25
Baboon,71,4700,1,0,0,0,0,1,1000,25
Baboon,72,4700,1,0,0,0,0,1,1000,25
Baboon,73,5550,1,1,0.122522523,0,0,1,465,25
Baboon,74,4700,1,0,0,0,0,1,1000,25
Baboon,75,9962,1,1,0.313479221,0,0,1,421,25
Baboon,76,6740,1,1,0.157388724,0,0,1,601,25
Baboon,77,7760,1,1,0.110412371,0,0,1,920,25
Baboon,78,4700,1,0,0,0,0,1,1000,25
Baboon,79,7080,1,1,0.147909605,0,0,1,633,25
Baboon,80,7080,1,1,0.147909605,0,0,1,694,25
Baboon,81,4700,1,0,0,0,0,1,1000,25
Baboon,82,6910,1,1,0.153516643,0,0,1,551,25
Baboon,83,4700,1,0,0,0,0,1,1000,25
Baboon,84,5720,1,1,0.135524476,0,0,1,822,25
Baboon,85,6400,1,1,0.159375,0,0,1,331,25
Baboon,86,4700,1,0,0,0,0,1,1000,25
Baboon,87,6910,1,1,0.153516643,0,0,1,827,25
Baboon,88,8950,1,1,0,0,0,1,875,25
Baboon,89,4700,1,0,0,0,0,1,1000,25
Baboon,90,8440,1,1,0.053175355,0,0,1,309,25
Baboon,91,4700,1,0,0,0,0,1,1000,25
Baboon,92,4700,1,0,0,0,0,1,1000,25
Baboon,93,4700,1,0,0,0,0,1,1000,25
Baboon,94,11322,1,1,0.242190426,0,0,1,747,25
Baboon,95,8270,1,1,0.069068924,0,0,1,240,25
Baboon,96,4700,1,0,0,0,0,1,1000,25
Baboon,97,8440,1,1,0.053175355,0,0,1,516,25
Baboon,98,4700,1,0,0,0,0,1,1000,25
Baboon,99,4700,1,0,0,0,0,1,1000,25
Baboon,100,6740,1,1,0.157388724,0,0,1,64,25
Baboon,101,7080,1,1,0.147909605,0,0,1,463,25
Baboon,102,4700,1,0,0,0,0,1,1000,25
Baboon,103,7760,1,1,0.110412371,0,0,1,74,25
Baboon,104,4700,1,0,0,0,0,1,1000,25
Baboon,105,7250,1,1,0.140689655,0,0,1,372,25
Baboon,106,4700,1,0,0,0,0,1,1000,25
Baboon,107,8100,1,1,0.083950617,0,0,1,622,25
Baboon,108,5040,1,1,0.062063492,0,0,1,931,25
Baboon,109,5380,1,1,0.106171004,0,0,1,208,25
Baboon,110,4700,1,0,0,0,0,1,1000,25
Baboon,111,7152,1,1,0.276577181,0,0,1,366,25
Baboon,112,7420,1,1,0.131967655,0,0,1,270,25
Baboon,113,5040,1,1,0.062063492,0,0,1,35,25
Baboon,114,7420,1,1,0.131967655,0,0,1,105,25
Baboon,115,4870,1,1,0.033511294,0,0,1,533,25
Baboon,116,6400,1,1,0.159375,0,0,1,182,25
Baboon,117,8440,1,1,0.053175355,0,0,1,432,25
Baboon,118,4700,1,0,0,0,0,1,1000,25
Baboon,119,4700,1,0,0,0,0,1,1000,25
Baboon,120,6060,1,1,0.152607261,0,0,1,528,25
Baboon,121,4700,1,0,0,0,0,1,1000,25
Baboon,122,6060,1,1,0.152607261,0,0,1,266,25
Baboon,123,4700,1,0,0,0,0,1,1000,25
Baboon,124,8440,1,1,0.053175355,0,0,1,657,25
Baboon,125,6400,1,1,0.159375,0,0,1,589,25
Baboon,126,4700,1,0,0,0,0,1,1000,25
Baboon,127,5210,1,1,0.086142035,0,0,1,886,25
Baboon,128,4700,1,0,0,0,0,1,1000,25
Baboon,129,16656,1,1,0.066541787,0,0,1,576,25
Baboon,130,4700,1,0,0,0,0,1,1000,25
Baboon,131,6400,1,1,0.159375,0,0,1,389,25
Baboon,132,7420,1,1,0.131967655,0,0,1,406,25
Baboon,133,8440,1,1,0.053175355,0,0,1,704,25
Baboon,134,4700,1,0,0,0,0,1,1000,25
Baboon,135,6060,1,1,0.152607261,0,0,1,679,25
Baboon,136,7420,1,1,0.131967655,0,0,1,687,25
Baboon,137,4700,1,0,0,0,0,1,1000,25
Baboon,138,12718,1,1,0.186230539,0,0,1,496,25
Baboon,139,4700,1,0,0,0,0,1,1000,25
Baboon,140,7760,1,1,0.110412371,0,0,1,254,25
Baboon,141,8512,1,1,0.264342105,0,0,1,266,25
Baboon,142,6570,1,1,0.159391172,0,0,1,405,25
Baboon,143,8718,1,1,0.307373251,0,0,1,183,25
Baboon,144,6740,1,1,0.157388724,0,0,1,478,25
Baboon,145,6570,1,1,0.159391172,0,0,1,420,25
Baboon,146,4700,1,0,0,0,0,1,1000,25
Baboon,147,6230,1,1,0.15717496,0,0,1,621,25
Baboon,148,5890,1,1,0.145466893,0,0,1,583,25
Baboon,149,8270,1,1,0.069068924,0,0,1,422,25
Baboon,150,5720,1,1,0.135524476,0,0,1,822,25
Baboon,151,4700,1,0,0,0,0,1,1000,25
Baboon,152,8440,1,1,0.053175355,0,0,1,108,25
Baboon,153,4700,1,0,0,0,0,1,1000,25
Baboon,154,4700,1,0,0,0,0,1,1000,25
Baboon,155,7590,1,1,0.121844532,0,0,1,201,25
Baboon,156,4700,1,0,0,0,0,1,1000,25
Baboon,157,8324,1,1,0.236078808,0,0,1,587,25
Baboon,158,6400,1,1,0.159375,0,0,1,183,25
Baboon,159,12548,1,1,0.200675805,0,0,1,369,25
Baboon,160,4700,1,0,0,0,0,1,1000,25
Baboon,161,5890,1,1,0.145466893,0,0,1,169,25
Baboon,162,9138,1,1,0.055469468,0,0,1,367,25
Baboon,163,4700,1,0,0,0,0,1,1000,25
Baboon,164,5380,1,1,0.106171004,0,0,1,436,25
Baboon,165,7590,1,1,0.121844532,0,0,1,275,25
Baboon,166,4700,1,0,0,0,0,1,1000,25
Baboon,167,7080,1,1,0.147909605,0,0,1,457,25
Baboon,168,4700,1,0,0,0,0,1,1000,25
Baboon,169,8610,1,1,0.036329849,0,0,1,494,25
Baboon,170,13828,1,1,0.198299103,0,0,1,370,25
Baboon,171,4700,1,0,0,0,0,1,1000,25
Baboon,172,4700,1,0,0,0,0,1,1000,25
Baboon,173,5210,1,1,0.086142035,0,0,1,441,25
Baboon,174,5040,1,1,0.062063492,0,0,1,532,25
Baboon,175,7080,1,1,0.147909605,0,0,1,424,25
Baboon,176,4700,1,0,0,0,0,1,1000,25
Baboon,177,4700,1,0,0,0,0,1,1000,25
Baboon,178,5550,1,1,0.122522523,0,0,1,805,25
Baboon,179,6400,1,1,0.159375,0,0,1,380,25
Baboon,180,5890,1,1,0.145466893,0,0,1,650,25
Baboon,181,4700,1,0,0,0,0,1,1000,25
Baboon,182,4700,1,0,0,0,0,1,1000,25
Baboon,183,5720,1,1,0.135524476,0,0,1,69,25
Baboon,184,9496,1,1,0.086554339,0,0,1,919,25
Baboon,185,6230,1,1,0.15717496,0,0,1,954,25
Baboon,186,9040,1,1,0.271238938,0,0,1,134,25
Baboon,187,4700,1,0,0,0,0,1,1000,25
Baboon,188,12566,1,1,0.223230941,0,0,1,496,25
Baboon,189,5210,1,1,0.086142035,0,0,1,831,25
Baboon,190,8780,1,1,0.018587699,0,0,1,867,25
Baboon,191,4700,1,0,0,0,0,1,1000,25
Baboon,192,8100,1,1,0.083950617,0,0,1,415,25
Baboon,193,4700,1,0,0,0,0,1,1000,25
Baboon,194,4700,1,0,0,0,0,1,1000,25
Baboon,195,7590,1,1,0.121844532,0,0,1,469,25
Baboon,196,8100,1,1,0.083950617,0,0,1,567,25
Baboon,197,7930,1,1,0.097755359,0,0,1,895,25
Baboon,198,9228,1,1,0.290385782,0,0,1,874,25
Baboon,199,4700,1,0,0,0,0,1,1000,25
Baboon,200,5040,1,1,0.062063492,0,0,1,98,25
Baboon,201,16298,1,1,0.083818873,0,0,1,363,25
Baboon,202,4700,1,0,0,0,0,1,1000,25
Baboon,203,8610,1,1,0.036329849,0,0,1,853,25
Baboon,204,4700,1,0,0,0,0,1,1000,25
Baboon,205,8610,1,1,0.036329849,0,0,1,241,25
Baboon,206,4700,1,0,0,0,0,1,1000,25
Baboon,207,7760,1,1,0.110412371,0,0,1,86,25
Baboon,208,6910,1,1,0.153516643,0,0,1,768,25
Baboon,209,4700,1,0,0,0,0,1,1000,25
Baboon,210,6570,1,1,0.159391172,0,0,1,681,25
Baboon,211,5890,1,1,0.145466893,0,0,1,622,25
Baboon,212,4700,1,0,0,0,0,1,1000,25
Baboon,213,7760,1,1,0.110412371,0,0,1,536,25
Baboon,214,8950,1,1,0,0,0,1,555,25
Baboon,215,8610,1,1,0.036329849,0,0,1,410,25
Baboon,216,5040,1,1,0.062063492,0,0,1,328,25
Baboon,217,8440,1,1,0.053175355,0,0,1,234,25
Baboon,218,4700,1,0,0,0,0,1,1000,25
Baboon,219,9514,1,1,0.146512508,0,0,1,829,25
Baboon,220,6740,1,1,0.157388724,0,0,1,214,25
Baboon,221,10606,1,1,0.234237224,0,0,1,324,25
Baboon,222,5040,1,1,0.062063492,0,0,1,959,25
Baboon,223,4700,1,0,0,0,0,1,1000,25
Baboon,224,4700,1,0,0,0,0,1,1000,25
Baboon,225,4700,1,0,0,0,0,1,1000,25
Baboon,226,4700,1,0,0,0,0,1,1000,25
Baboon,227,14696,1,1,0.153805117,0,0,1,660,25
Baboon,228,4700,1,0,0,0,0,1,1000,25
Baboon,229,8440,1,1,0.053175355,0,0,1,572,25
Baboon,230,4700,1,0,0,0,0,1,1000,25
Baboon,231,4700,1,0,0,0,0,1,1000,25
Baboon,232,8646,1,1,0.165847791,0,0,1,796,25
Baboon,233,8440,1,1,0.053175355,0,0,1,553,25
