Network,Run,Average Score,Clustering,Crossover,Gini,Initial Clustering,Initial Path Length,Path Length,Step,NumAgents
Coastal Agta,44,7296,0.875415063,1,0.044081911,0,0,1.316816817,504,37
Coastal Agta,45,9336,0.875415063,1,0.158468237,0,0,1.316816817,121,37
Coastal Agta,46,7976,0.875415063,1,0.107145762,0,0,1.316816817,523,37
Coastal Agta,47,7466,0.875415063,1,0.062771049,0,0,1.316816817,541,37
Coastal Agta,48,9014,0.875415063,1,0.176266348,0,0,1.316816817,945,37
Coastal Agta,49,9336,0.875415063,1,0.158468237,0,0,1.316816817,616,37
Coastal Agta,50,13918,0.875415063,1,0.284127496,0,0,1.316816817,126,37
Coastal Agta,51,11637,0.875415063,1,0.106101461,0,0,1.316816817,96,37
Coastal Agta,52,10058,0.875415063,1,0.182869089,0,0,1.316816817,122,37
Coastal Agta,53,8146,0.875415063,1,0.11844646,0,0,1.316816817,387,37
Coastal Agta,54,10866,0.875415063,1,0.136154929,0,0,1.316816817,789,37
Coastal Agta,55,7126,0.875415063,1,0.023211536,0,0,1.316816817,880,37
Coastal Agta,56,12736,0.875415063,1,0.036797161,0,0,1.316816817,965,37
Coastal Agta,57,13694,0.875415063,1,0.222010823,0,0,1.316816817,954,37
Coastal Agta,58,17080,0.875415063,1,0.241195645,0,0,1.316816817,18,37
Coastal Agta,59,10526,0.875415063,1,0.146663859,0,0,1.316816817,352,37
Coastal Agta,60,6956,0.875415063,0,0,0,0,1.316816817,1000,37
Coastal Agta,61,7976,0.875415063,1,0.107145762,0,0,1.316816817,308,37
Coastal Agta,62,7466,0.875415063,1,0.062771049,0,0,1.316816817,161,37
Coastal Agta,63,12056,0.875415063,1,0.080031923,0,0,1.316816817,471,37
Coastal Agta,64,19932,0.875415063,1,0.208601136,0,0,1.316816817,878,37
Coastal Agta,65,9178,0.875415063,1,0.177480815,0,0,1.316816817,211,37
Coastal Agta,66,21206,0.875415063,1,0.185485495,0,0,1.316816817,28,37
Coastal Agta,67,16334,0.875415063,1,0.214422577,0,0,1.316816817,146,37
Coastal Agta,68,6956,0.875415063,0,0,0,0,1.316816817,1000,37
Coastal Agta,69,6956,0.875415063,0,0,0,0,1.316816817,1000,37
Coastal Agta,70,6956,0.875415063,0,0,0,0,1.316816817,1000,37
Coastal Agta,71,6956,0.875415063,0,0,0,0,1.316816817,1000,37
Coastal Agta,72,11546,0.875415063,1,0.107443317,0,0,1.316816817,468,37
Coastal Agta,73,10016,0.875415063,1,0.156884121,0,0,1.316816817,715,37
Coastal Agta,74,8146,0.875415063,1,0.11844646,0,0,1.316816817,755,37
Coastal Agta,75,7119,0.875415063,1,0.149390857,0,0,1.316816817,13,37
Coastal Agta,76,8656,0.875415063,1,0.143315682,0,0,1.316816817,449,37
Coastal Agta,77,10356,0.875415063,1,0.150846095,0,0,1.316816817,207,37
Coastal Agta,78,11806,0.875415063,1,0.264226619,0,0,1.316816817,55,37
Coastal Agta,79,7636,0.875415063,1,0.079424632,0,0,1.316816817,125,37
Coastal Agta,80,10186,0.875415063,1,0.154265791,0,0,1.316816817,555,37
Coastal Agta,81,8813,0.875415063,1,0.233665868,0,0,1.316816817,57,37
Coastal Agta,82,6956,0.875415063,0,0,0,0,1.316816817,1000,37
Coastal Agta,83,10186,0.875415063,1,0.154265791,0,0,1.316816817,531,37
Coastal Agta,84,12566,0.875415063,1,0.048264085,0,0,1.316816817,342,37
Coastal Agta,85,11036,0.875415063,1,0.129894302,0,0,1.316816817,920,37
Coastal Agta,86,6670,0.875415063,1,0.0849143,0,0,1.316816817,11,37
Coastal Agta,87,6956,0.875415063,0,0,0,0,1.316816817,1000,37
Coastal Agta,88,7806,0.875415063,1,0.094175651,0,0,1.316816817,430,37
Coastal Agta,89,13470,0.875415063,1,0.127843657,0,0,1.316816817,46,37
Coastal Agta,90,9676,0.875415063,1,0.159547725,0,0,1.316816817,159,37
Coastal Agta,91,6956,0.875415063,0,0,0,0,1.316816817,1000,37
Coastal Agta,92,7727,0.875415063,1,0.105086062,0,0,1.316816817,353,37
Coastal Agta,93,6956,0.875415063,0,0,0,0,1.316816817,1000,37
Coastal Agta,94,8316,0.875415063,1,0.128180128,0,0,1.316816817,893,37
Coastal Agta,95,7466,0.875415063,1,0.062771049,0,0,1.316816817,324,37
Coastal Agta,96,13748,0.875415063,1,0.289646062,0,0,1.316816817,653,37
Coastal Agta,97,6956,0.875415063,0,0,0,0,1.316816817,1000,37
Coastal Agta,98,11716,0.875415063,1,0.098825353,0,0,1.316816817,447,37
Coastal Agta,99,14974,0.875415063,1,0.280536714,0,0,1.316816817,160,37
Coastal Agta,100,9676,0.875415063,1,0.159547725,0,0,1.316816817,783,37
Coastal Agta,101,6956,0.875415063,0,0,0,0,1.316816817,1000,37
Coastal Agta,102,6956,0.875415063,0,0,0,0,1.316816817,1000,37
Coastal Agta,103,6956,0.875415063,0,0,0,0,1.316816817,1000,37
Coastal Agta,104,6956,0.875415063,0,0,0,0,1.316816817,1000,37
Coastal Agta,105,8486,0.875415063,1,0.136440942,0,0,1.316816817,166,37
Coastal Agta,106,8771,0.875415063,1,0.202386858,0,0,1.316816817,47,37
Coastal Agta,107,8085,0.875415063,1,0.143515686,0,0,1.316816817,91,37
Coastal Agta,108,10186,0.875415063,1,0.154265791,0,0,1.316816817,560,37
Coastal Agta,109,7897,0.875415063,1,0.117951052,0,0,1.316816817,248,37
Coastal Agta,110,12906,0.875415063,1,0.024920318,0,0,1.316816817,875,37
Coastal Agta,111,17274,0.875415063,1,0.260018963,0,0,1.316816817,47,37
Coastal Agta,112,8036,0.875415063,1,0.165606124,0,0,1.316816817,15,37
Coastal Agta,113,6956,0.875415063,0,0,0,0,1.316816817,1000,37
Coastal Agta,114,6956,0.875415063,0,0,0,0,1.316816817,1000,37
Coastal Agta,115,8164,0.875415063,1,0.13271184,0,0,1.316816817,295,37
Coastal Agta,116,14016,0.875415063,1,0.171425707,0,0,1.316816817,320,37
Coastal Agta,117,8656,0.875415063,1,0.143315682,0,0,1.316816817,339,37
Coastal Agta,118,10186,0.875415063,1,0.154265791,0,0,1.316816817,613,37
Coastal Agta,119,6956,0.875415063,0,0,0,0,1.316816817,1000,37
Coastal Agta,120,6956,0.875415063,0,0,0,0,1.316816817,1000,37
Coastal Agta,121,8996,0.875415063,1,0.153221251,0,0,1.316816817,618,37
Coastal Agta,122,6956,0.875415063,0,0,0,0,1.316816817,1000,37
Coastal Agta,123,10186,0.875415063,1,0.154265791,0,0,1.316816817,190,37
Coastal Agta,124,8067,0.875415063,1,0.129134713,0,0,1.316816817,38,37
Coastal Agta,125,7296,0.875415063,1,0.044081911,0,0,1.316816817,667,37
Coastal Agta,126,10186,0.875415063,1,0.154265791,0,0,1.316816817,301,37
Coastal Agta,127,7636,0.875415063,1,0.079424632,0,0,1.316816817,846,37
Coastal Agta,128,7466,0.875415063,1,0.062771049,0,0,1.316816817,152,37
Coastal Agta,129,11886,0.875415063,1,0.089680796,0,0,1.316816817,975,37
Coastal Agta,130,7976,0.875415063,1,0.107145762,0,0,1.316816817,446,37
Coastal Agta,131,7636,0.875415063,1,0.079424632,0,0,1.316816817,959,37
Coastal Agta,132,7466,0.875415063,1,0.062771049,0,0,1.316816817,459,37
Coastal Agta,133,15332,0.875415063,1,0.282821303,0,0,1.316816817,736,37
Coastal Agta,134,15654,0.875415063,1,0.250739816,0,0,1.316816817,153,37
Coastal Agta,135,9900,0.875415063,1,0.232421512,0,0,1.316816817,862,37
Coastal Agta,136,8692,0.875415063,1,0.176241589,0,0,1.316816817,633,37
Coastal Agta,137,9257,0.875415063,1,0.168124049,0,0,1.316816817,84,37
Coastal Agta,138,6956,0.875415063,0,0,0,0,1.316816817,1000,37
Coastal Agta,139,7636,0.875415063,1,0.079424632,0,0,1.316816817,663,37
Coastal Agta,140,7636,0.875415063,1,0.079424632,0,0,1.316816817,202,37
Coastal Agta,141,12352,0.875415063,1,0.290969402,0,0,1.316816817,485,37
Coastal Agta,142,16952,0.875415063,1,0.281334898,0,0,1.316816817,609,37
Coastal Agta,143,17068,0.875415063,1,0.239069161,0,0,1.316816817,102,37
Coastal Agta,144,7636,0.875415063,1,0.079424632,0,0,1.316816817,417,37
Coastal Agta,145,12566,0.875415063,1,0.048264085,0,0,1.316816817,653,37
Coastal Agta,146,10866,0.875415063,1,0.136154929,0,0,1.316816817,640,37
Coastal Agta,147,17784,0.875415063,1,0.237060948,0,0,1.316816817,541,37
Coastal Agta,148,6956,0.875415063,0,0,0,0,1.316816817,1000,37
Coastal Agta,149,6956,0.875415063,0,0,0,0,1.316816817,1000,37
Coastal Agta,150,10016,0.875415063,1,0.156884121,0,0,1.316816817,760,37
Coastal Agta,151,7296,0.875415063,1,0.044081911,0,0,1.316816817,171,37
Coastal Agta,152,6956,0.875415063,0,0,0,0,1.316816817,1000,37
Coastal Agta,153,8146,0.875415063,1,0.11844646,0,0,1.316816817,501,37
Coastal Agta,154,12566,0.875415063,1,0.048264085,0,0,1.316816817,798,37
Coastal Agta,155,9748,0.875415063,1,0.240370859,0,0,1.316816817,571,37
Coastal Agta,156,7636,0.875415063,1,0.079424632,0,0,1.316816817,118,37
Coastal Agta,157,8996,0.875415063,1,0.153221251,0,0,1.316816817,590,37
Coastal Agta,158,10866,0.875415063,1,0.136154929,0,0,1.316816817,303,37
Coastal Agta,159,18208,0.875415063,1,0.257350496,0,0,1.316816817,122,37
Coastal Agta,160,15314,0.875415063,1,0.266507594,0,0,1.316816817,440,37
Coastal Agta,161,11842,0.875415063,1,0.29651675,0,0,1.316816817,121,37
Coastal Agta,162,11108,0.875415063,1,0.253958676,0,0,1.316816817,467,37
Coastal Agta,163,16971,0.875415063,1,0.225726876,0,0,1.316816817,31,37
Coastal Agta,164,8328,0.875415063,1,0.15697614,0,0,1.316816817,50,37
Coastal Agta,165,13300,0.875415063,1,0.138459663,0,0,1.316816817,545,37
Coastal Agta,166,7976,0.875415063,1,0.107145762,0,0,1.316816817,211,37
Coastal Agta,167,7806,0.875415063,1,0.094175651,0,0,1.316816817,166,37
Coastal Agta,168,14840,0.875415063,1,0.309310119,0,0,1.316816817,130,37
Coastal Agta,169,7126,0.875415063,1,0.023211536,0,0,1.316816817,199,37
Coastal Agta,170,12068,0.875415063,1,0.083199706,0,0,1.316816817,64,37
Coastal Agta,171,8146,0.875415063,1,0.11844646,0,0,1.316816817,970,37
Coastal Agta,172,12226,0.875415063,1,0.069899771,0,0,1.316816817,50,37
Coastal Agta,173,12566,0.875415063,1,0.048264085,0,0,1.316816817,27,37
Coastal Agta,174,7976,0.875415063,1,0.107145762,0,0,1.316816817,459,37
Coastal Agta,175,15860,0.875415063,1,0.277250264,0,0,1.316816817,725,37
Coastal Agta,176,8146,0.875415063,1,0.11844646,0,0,1.316816817,581,37
Coastal Agta,177,9846,0.875415063,1,0.158659574,0,0,1.316816817,757,37
Coastal Agta,178,11376,0.875415063,1,0.115511081,0,0,1.316816817,965,37
Coastal Agta,179,9864,0.875415063,1,0.189024791,0,0,1.316816817,391,37
Coastal Agta,180,7466,0.875415063,1,0.062771049,0,0,1.316816817,778,37
Coastal Agta,181,8826,0.875415063,1,0.148884438,0,0,1.316816817,643,37
Coastal Agta,182,7429,0.875415063,1,0.144881454,0,0,1.316816817,36,37
Coastal Agta,183,10866,0.875415063,1,0.136154929,0,0,1.316816817,199,37
Coastal Agta,184,9676,0.875415063,1,0.159547725,0,0,1.316816817,419,37
Coastal Agta,185,7466,0.875415063,1,0.062771049,0,0,1.316816817,518,37
Coastal Agta,186,11376,0.875415063,1,0.115511081,0,0,1.316816817,249,37
Coastal Agta,187,7047,0.875415063,1,0.034379207,0,0,1.316816817,23,37
Coastal Agta,188,7126,0.875415063,1,0.023211536,0,0,1.316816817,153,37
Coastal Agta,189,14094,0.875415063,1,0.267286444,0,0,1.316816817,15,37
Coastal Agta,190,14652,0.875415063,1,0.304727332,0,0,1.316816817,863,37
Coastal Agta,191,9336,0.875415063,1,0.158468237,0,0,1.316816817,287,37
Coastal Agta,192,6956,0.875415063,0,0,0,0,1.316816817,1000,37
Coastal Agta,193,8486,0.875415063,1,0.136440942,0,0,1.316816817,386,37
Coastal Agta,194,7466,0.875415063,1,0.062771049,0,0,1.316816817,295,37
Coastal Agta,195,7217,0.875415063,1,0.055214977,0,0,1.316816817,149,37
Coastal Agta,196,6956,0.875415063,0,0,0,0,1.316816817,1000,37
Coastal Agta,197,14465,0.875415063,1,0.180551378,0,0,1.316816817,94,37
Coastal Agta,198,6956,0.875415063,0,0,0,0,1.316816817,1000,37
Coastal Agta,199,9506,0.875415063,1,0.15950097,0,0,1.316816817,201,37
Coastal Agta,200,14186,0.875415063,1,0.160950461,0,0,1.316816817,459,37
Coastal Agta,201,7806,0.875415063,1,0.094175651,0,0,1.316816817,397,37
Coastal Agta,202,7466,0.875415063,1,0.062771049,0,0,1.316816817,621,37
Coastal Agta,203,15119,0.875415063,1,0.315085904,0,0,1.316816817,211,37
Coastal Agta,204,9779,0.875415063,1,0.18295686,0,0,1.316816817,186,37
Coastal Agta,205,12806,0.875415063,1,0.349671396,0,0,1.316816817,106,37
Coastal Agta,206,7296,0.875415063,1,0.044081911,0,0,1.316816817,116,37
Coastal Agta,207,9166,0.875415063,1,0.156394667,0,0,1.316816817,608,37
Coastal Agta,208,7466,0.875415063,1,0.062771049,0,0,1.316816817,252,37
Coastal Agta,209,6956,0.875415063,0,0,0,0,1.316816817,1000,37
Coastal Agta,210,11994,0.875415063,1,0.2802933,0,0,1.316816817,785,37
Coastal Agta,211,8656,0.875415063,1,0.143315682,0,0,1.316816817,189,37
Coastal Agta,212,20084,0.875415063,1,0.192068986,0,0,1.316816817,51,37
Coastal Agta,213,8486,0.875415063,1,0.136440942,0,0,1.316816817,272,37
Coastal Agta,214,10696,0.875415063,1,0.141755443,0,0,1.316816817,745,37
Coastal Agta,215,11546,0.875415063,1,0.107443317,0,0,1.316816817,434,37
Coastal Agta,216,6956,0.875415063,0,0,0,0,1.316816817,1000,37
Coastal Agta,217,6956,0.875415063,0,0,0,0,1.316816817,1000,37
Coastal Agta,218,7976,0.875415063,1,0.107145762,0,0,1.316816817,776,37
Coastal Agta,219,9506,0.875415063,1,0.15950097,0,0,1.316816817,54,37
Coastal Agta,220,11502,0.875415063,1,0.296493677,0,0,1.316816817,703,37
Coastal Agta,221,8158,0.875415063,1,0.148983256,0,0,1.316816817,54,37
Coastal Agta,222,12736,0.875415063,1,0.036797161,0,0,1.316816817,797,37
Coastal Agta,223,11886,0.875415063,1,0.089680796,0,0,1.316816817,865,37
Coastal Agta,224,19950,0.875415063,1,0.214205785,0,0,1.316816817,466,37
Coastal Agta,225,10204,0.875415063,1,0.187229174,0,0,1.316816817,270,37
Coastal Agta,226,6956,0.875415063,0,0,0,0,1.316816817,1000,37
Coastal Agta,227,7806,0.875415063,1,0.094175651,0,0,1.316816817,506,37
Coastal Agta,228,21516,0.875415063,1,0.163096728,0,0,1.316816817,205,37
Coastal Agta,229,7636,0.875415063,1,0.079424632,0,0,1.316816817,366,37
Coastal Agta,230,14306,0.875415063,1,0.29554789,0,0,1.316816817,231,37
Coastal Agta,231,6956,0.875415063,0,0,0,0,1.316816817,1000,37
Coastal Agta,232,8146,0.875415063,1,0.11844646,0,0,1.316816817,664,37
Coastal Agta,233,6956,0.875415063,0,0,0,0,1.316816817,1000,37
Coastal Agta,234,9166,0.875415063,1,0.156394667,0,0,1.316816817,246,37
Coastal Agta,235,19325,0.875415063,1,0.227365477,0,0,1.316816817,54,37
Coastal Agta,236,7126,0.875415063,1,0.023211536,0,0,1.316816817,575,37
Coastal Agta,237,6956,0.875415063,0,0,0,0,1.316816817,1000,37
Coastal Agta,238,8826,0.875415063,1,0.148884438,0,0,1.316816817,464,37
Coastal Agta,239,12736,0.875415063,1,0.036797161,0,0,1.316816817,781,37
Coastal Agta,240,8656,0.875415063,1,0.143315682,0,0,1.316816817,183,37
Coastal Agta,241,8564,0.875415063,1,0.224112249,0,0,1.316816817,48,37
Coastal Agta,242,21722,0.875415063,1,0.164685448,0,0,1.316816817,64,37
Coastal Agta,243,15326,0.875415063,1,0.27125429,0,0,1.316816817,138,37
Coastal Agta,244,8316,0.875415063,1,0.128180128,0,0,1.316816817,425,37
Coastal Agta,245,15144,0.875415063,1,0.273746805,0,0,1.316816817,919,37
Coastal Agta,246,15162,0.875415063,1,0.289022699,0,0,1.316816817,191,37
Coastal Agta,247,6956,0.875415063,0,0,0,0,1.316816817,1000,37
Coastal Agta,248,6956,0.875415063,0,0,0,0,1.316816817,1000,37
Coastal Agta,249,6956,0.875415063,0,0,0,0,1.316816817,1000,37
Coastal Agta,250,7429,0.875415063,1,0.144881454,0,0,1.316816817,28,37
Coastal Agta,251,9336,0.875415063,1,0.158468237,0,0,1.316816817,229,37
Coastal Agta,252,13990,0.875415063,1,0.321534687,0,0,1.316816817,134,37
Coastal Agta,253,8656,0.875415063,1,0.143315682,0,0,1.316816817,942,37
Coastal Agta,254,7806,0.875415063,1,0.094175651,0,0,1.316816817,797,37
Coastal Agta,255,7976,0.875415063,1,0.107145762,0,0,1.316816817,388,37
Coastal Agta,256,8838,0.875415063,1,0.172871446,0,0,1.316816817,41,37
Coastal Agta,257,11842,0.875415063,1,0.29651675,0,0,1.316816817,592,37
Coastal Agta,258,11218,0.875415063,1,0.13046118,0,0,1.316816817,39,37
Coastal Agta,259,6956,0.875415063,0,0,0,0,1.316816817,1000,37
Coastal Agta,260,10186,0.875415063,1,0.154265791,0,0,1.316816817,899,37
Coastal Agta,261,8656,0.875415063,1,0.143315682,0,0,1.316816817,389,37
Coastal Agta,262,9178,0.875415063,1,0.177480815,0,0,1.316816817,96,37
Coastal Agta,263,7636,0.875415063,1,0.079424632,0,0,1.316816817,385,37
Coastal Agta,264,6956,0.875415063,0,0,0,0,1.316816817,1000,37
Coastal Agta,265,6956,0.875415063,0,0,0,0,1.316816817,1000,37
Coastal Agta,266,18554,0.875415063,1,0.252481435,0,0,1.316816817,308,37
Coastal Agta,267,6956,0.875415063,0,0,0,0,1.316816817,1000,37
Coastal Agta,268,6956,0.875415063,0,0,0,0,1.316816817,1000,37
Coastal Agta,269,8996,0.875415063,1,0.153221251,0,0,1.316816817,90,37
Coastal Agta,270,6956,0.875415063,0,0,0,0,1.316816817,1000,37
Coastal Agta,271,12226,0.875415063,1,0.069899771,0,0,1.316816817,165,37
Coastal Agta,272,8316,0.875415063,1,0.128180128,0,0,1.316816817,125,37
Coastal Agta,273,10186,0.875415063,1,0.154265791,0,0,1.316816817,789,37
Coastal Agta,274,16146,0.875415063,1,0.199363243,0,0,1.316816817,169,37
Coastal Agta,275,16048,0.875415063,1,0.283467166,0,0,1.316816817,370,37
Coastal Agta,276,7806,0.875415063,1,0.094175651,0,0,1.316816817,626,37
Coastal Agta,277,6956,0.875415063,0,0,0,0,1.316816817,1000,37
Coastal Agta,278,7466,0.875415063,1,0.062771049,0,0,1.316816817,248,37
Coastal Agta,279,6956,0.875415063,0,0,0,0,1.316816817,1000,37
Coastal Agta,280,11716,0.875415063,1,0.098825353,0,0,1.316816817,203,37
Coastal Agta,281,7636,0.875415063,1,0.079424632,0,0,1.316816817,333,37
Coastal Agta,282,7126,0.875415063,1,0.023211536,0,0,1.316816817,487,37
Coastal Agta,283,8929,0.875415063,1,0.18493642,0,0,1.316816817,375,37
Coastal Agta,284,10969,0.875415063,1,0.145515741,0,0,1.316816817,40,37
Coastal Agta,285,7296,0.875415063,1,0.044081911,0,0,1.316816817,795,37
Coastal Agta,286,6956,0.875415063,0,0,0,0,1.316816817,1000,37
Coastal Agta,287,11139,0.875415063,1,0.13752023,0,0,1.316816817,50,37
Coastal Agta,288,6956,0.875415063,0,0,0,0,1.316816817,1000,37
Coastal Agta,289,12226,0.875415063,1,0.069899771,0,0,1.316816817,712,37
Coastal Agta,290,6956,0.875415063,0,0,0,0,1.316816817,1000,37
Coastal Agta,291,6956,0.875415063,0,0,0,0,1.316816817,1000,37
Coastal Agta,292,8486,0.875415063,1,0.136440942,0,0,1.316816817,356,37
Coastal Agta,293,9846,0.875415063,1,0.158659574,0,0,1.316816817,681,37
Coastal Agta,294,7994,0.875415063,1,0.119440932,0,0,1.316816817,274,37
Coastal Agta,295,9166,0.875415063,1,0.156394667,0,0,1.316816817,363,37
Coastal Agta,296,8826,0.875415063,1,0.148884438,0,0,1.316816817,731,37
Coastal Agta,297,14356,0.875415063,1,0.150083212,0,0,1.316816817,521,37
Coastal Agta,298,9020,0.875415063,1,0.195265776,0,0,1.316816817,88,37
Coastal Agta,299,8237,0.875415063,1,0.138741145,0,0,1.316816817,42,37
Karate Club,0,312.2647059,0.540968509,1,0.23367352,0,0,2.420677362,19,34
Karate Club,1,266.3823529,0.540968509,1,0.196192091,0,0,2.420677362,116,34
Karate Club,2,261.7352941,0.540968509,1,0.226492732,0,0,2.420677362,586,34
Karate Club,3,264.0882353,0.540968509,1,0.36429774,0,0,2.420677362,17,34
Karate Club,4,228,0.540968509,1,0.134158927,0,0,2.420677362,653,34
Karate Club,5,253,0.540968509,1,0.158684027,0,0,2.420677362,755,34
Karate Club,6,230.5882353,0.540968509,1,0.271240996,0,0,2.420677362,7,34
Karate Club,7,288,0.540968509,1,0.142973856,0,0,2.420677362,451,34
Karate Club,8,315.1176471,0.540968509,1,0.25280282,0,0,2.420677362,320,34
Karate Club,9,195.6764706,0.540968509,1,0.059623699,0,0,2.420677362,83,34
Karate Club,10,216.5294118,0.540968509,1,0.278217236,0,0,2.420677362,17,34
Karate Club,11,188,0.540968509,0,0,0,0,2.420677362,1000,34
Karate Club,12,179.0588235,0.540968509,1,0.091220917,0,0,2.420677362,213,34
Karate Club,13,299.9411765,0.540968509,1,0.252298605,0,0,2.420677362,57,34
Karate Club,14,214.9411765,0.540968509,1,0.222133681,0,0,2.420677362,31,34
Karate Club,15,259.7058824,0.540968509,1,0.233295583,0,0,2.420677362,26,34
Karate Club,16,283.3529412,0.540968509,1,0.160754192,0,0,2.420677362,275,34
Karate Club,17,190.1176471,0.540968509,1,0.13283525,0,0,2.420677362,9,34
Karate Club,18,249.2941176,0.540968509,1,0.2366266,0,0,2.420677362,10,34
Karate Club,19,208,0.540968509,1,0.084841629,0,0,2.420677362,478,34
Karate Club,20,228,0.540968509,1,0.134158927,0,0,2.420677362,580,34
Karate Club,21,223.8823529,0.540968509,1,0.15447745,0,0,2.420677362,59,34
Karate Club,22,190.6470588,0.540968509,1,0.130814745,0,0,2.420677362,11,34
Karate Club,23,203.3529412,0.540968509,1,0.108288383,0,0,2.420677362,78,34
Karate Club,24,196.5588235,0.540968509,1,0.100690074,0,0,2.420677362,62,34
Karate Club,25,191.5588235,0.540968509,1,0.081055084,0,0,2.420677362,177,34
Karate Club,26,188,0.540968509,0,0,0,0,2.420677362,1000,34
Karate Club,27,171,0.540968509,1,0.199265465,0,0,2.420677362,20,34
Karate Club,28,249.0588235,0.540968509,1,0.202395176,0,0,2.420677362,314,34
Karate Club,29,223,0.540968509,1,0.124637299,0,0,2.420677362,420,34
Karate Club,30,223,0.540968509,1,0.124637299,0,0,2.420677362,293,34
Karate Club,31,178.3235294,0.540968509,1,0.100721833,0,0,2.420677362,49,34
Karate Club,32,200.5,0.540968509,1,0.317955112,0,0,2.420677362,7,34
Karate Club,33,241.2058824,0.540968509,1,0.188897337,0,0,2.420677362,109,34
Karate Club,34,236,0.540968509,1,0.232896898,0,0,2.420677362,12,34
Karate Club,35,221.7352941,0.540968509,1,0.217422345,0,0,2.420677362,29,34
Karate Club,36,188,0.540968509,0,0,0,0,2.420677362,1000,34
Karate Club,37,188,0.540968509,0,0,0,0,2.420677362,1000,34
Karate Club,38,271.1470588,0.540968509,1,0.204625358,0,0,2.420677362,22,34
Karate Club,39,175.4705882,0.540968509,1,0.11233263,0,0,2.420677362,5,34
Karate Club,40,193,0.540968509,1,0.025144773,0,0,2.420677362,476,34
Karate Club,41,220.6764706,0.540968509,1,0.136169062,0,0,2.420677362,165,34
Karate Club,42,168.4411765,0.540968509,1,0.246885239,0,0,2.420677362,33,34
Karate Club,43,186.3823529,0.540968509,1,0.103662895,0,0,2.420677362,98,34
Karate Club,44,214.0588235,0.540968509,1,0.196531044,0,0,2.420677362,101,34
Karate Club,45,207.7941176,0.540968509,1,0.197697848,0,0,2.420677362,34,34
Karate Club,46,188,0.540968509,0,0,0,0,2.420677362,1000,34
Karate Club,47,257.0882353,0.540968509,1,0.219698244,0,0,2.420677362,76,34
Karate Club,48,220.6764706,0.540968509,1,0.136169062,0,0,2.420677362,331,34
Karate Club,49,267.7647059,0.540968509,1,0.177698232,0,0,2.420677362,136,34
Karate Club,50,188,0.540968509,0,0,0,0,2.420677362,1000,34
Karate Club,51,213,0.540968509,1,0.100110467,0,0,2.420677362,364,34
Karate Club,52,203,0.540968509,1,0.067371776,0,0,2.420677362,601,34
Karate Club,53,337.0882353,0.540968509,1,0.160105627,0,0,2.420677362,101,34
Karate Club,54,229.7647059,0.540968509,1,0.246114575,0,0,2.420677362,7,34
Karate Club,55,190.6764706,0.540968509,1,0.037278493,0,0,2.420677362,231,34
Karate Club,56,164.9117647,0.540968509,1,0.247248712,0,0,2.420677362,47,34
Karate Club,57,253,0.540968509,1,0.158684027,0,0,2.420677362,902,34
Karate Club,58,193.7058824,0.540968509,1,0.112940105,0,0,2.420677362,31,34
Karate Club,59,278,0.540968509,1,0.152348709,0,0,2.420677362,596,34
Karate Club,60,293,0.540968509,1,0.137020679,0,0,2.420677362,350,34
Karate Club,61,268,0.540968509,1,0.158033363,0,0,2.420677362,974,34
Karate Club,62,225.6764706,0.540968509,1,0.14553323,0,0,2.420677362,325,34
Karate Club,63,204.7647059,0.540968509,1,0.229481048,0,0,2.420677362,39,34
Karate Club,64,156.1764706,0.540968509,1,0.308020383,0,0,2.420677362,9,34
Karate Club,65,158.7941176,0.540968509,1,0.23860083,0,0,2.420677362,15,34
Karate Club,66,233.7058824,0.540968509,1,0.194289395,0,0,2.420677362,170,34
Karate Club,67,228,0.540968509,1,0.134158927,0,0,2.420677362,182,34
Karate Club,68,188,0.540968509,0,0,0,0,2.420677362,1000,34
Karate Club,69,196.0294118,0.540968509,1,0.102188782,0,0,2.420677362,28,34
Karate Club,70,238,0.540968509,1,0.148294612,0,0,2.420677362,156,34
Karate Club,71,223,0.540968509,1,0.124637299,0,0,2.420677362,802,34
Karate Club,72,201.7352941,0.540968509,1,0.186491771,0,0,2.420677362,9,34
Karate Club,73,164.3823529,0.540968509,1,0.159151906,0,0,2.420677362,33,34
Karate Club,74,188,0.540968509,0,0,0,0,2.420677362,1000,34
Karate Club,75,234.5882353,0.540968509,1,0.215160186,0,0,2.420677362,31,34
Karate Club,76,261.7352941,0.540968509,1,0.211163845,0,0,2.420677362,83,34
Karate Club,77,190.6764706,0.540968509,1,0.037278493,0,0,2.420677362,381,34
Karate Club,78,203,0.540968509,1,0.067371776,0,0,2.420677362,536,34
Karate Club,79,213,0.540968509,1,0.100110467,0,0,2.420677362,952,34
Karate Club,80,191.7352941,0.540968509,1,0.159402832,0,0,2.420677362,48,34
Karate Club,81,208,0.540968509,1,0.084841629,0,0,2.420677362,261,34
Karate Club,82,178.2647059,0.540968509,1,0.224613488,0,0,2.420677362,40,34
Karate Club,83,230.6764706,0.540968509,1,0.153216431,0,0,2.420677362,69,34
Karate Club,84,265.6764706,0.540968509,1,0.16790396,0,0,2.420677362,116,34
Karate Club,85,204.2058824,0.540968509,1,0.280735569,0,0,2.420677362,25,34
Karate Club,86,243,0.540968509,1,0.153110627,0,0,2.420677362,832,34
Karate Club,87,159.6470588,0.540968509,1,0.213143179,0,0,2.420677362,16,34
Karate Club,88,174.9411765,0.540968509,1,0.111525377,0,0,2.420677362,46,34
